volunteer,track,date,time,sky,rain,latitude,longitude,closest trap/tracking tunnel,band,new bands,age,sex,# mealworms given,# fed to partner/nestlings/fledglings,# consumed,# cached,interaction,other animal sighting/s,"notes, other activity",trap,lat,lng,aka
annette harvey,Highbury Fling,2023-03-09,10:15,Overcast,None,,,57,YR-WM,YR-WM,S,Un,4,,4,,Banding visit,,,57,-41.302015373577966,174.7501822420483,
annette harvey,Highbury Fling,2023-03-09,10:15,Overcast,None,,,55,WM-BR,WM-BR,S,Un,5,,5,,Banding visit,,,55,-41.30279995570507,174.75039736514165,
annette harvey,Highbury Fling,2023-03-09,10:15,Overcast,None,,,62,,,,,,,,,Known territory,,None seen on the way in. Seen nr 61 on wway out.,62,-41.29955626741264,174.75077038396424,
annette harvey,Highbury Fling,2023-03-09,10:15,Overcast,None,,,63,,,,,,,,,Known territory,,None seen on the way in. Seen nr 61 on wway out.,63,-41.29896942789763,174.7507283955656,
annette harvey,Highbury Fling,2023-03-09,10:15,Overcast,None,,,61,WM-GY,,,,,,,,Incidental,,"All 3 together. 61-60.  WM-GY chases BR-WM a little, and BW-WM aggressively. Fantail, whitehead, silvereye and tui.",61,-41.299977561255695,174.75064038086316,
annette harvey,Highbury Fling,2023-03-09,10:15,Overcast,None,,,61,BR-WM,,,,,,,,Incidental,,"All 3 together. 61-60.  WM-GY chases BR-WM a little, and BW-WM aggressively.",61,-41.299977561255695,174.75064038086316,
annette harvey,Highbury Fling,2023-03-09,10:15,Overcast,None,,,61,BW-WM,,,,,,,,Incidental,,"All 3 together. 61-60.  WM-GY chases BR-WM a little, and BW-WM aggressively.",61,-41.299977561255695,174.75064038086316,
annette harvey,Clinical,2023-03-09,14:15,Overcast,None,,,75,,,,,,,,,Known territory,,none seen,75,-41.296136627552606,174.75283538713302,
annette harvey,Clinical,2023-03-09,14:15,Overcast,None,,,76,,,,,,,,,Banding visit,,none seen,76,-41.29694658177453,174.75287026293677,
annette harvey,Clinical,2023-03-09,14:15,Overcast,None,,,81,,,,,,,,,Known territory,,none seen,81,-41.29881565124148,174.75160611001144,
rachel w,Highbury Fling,2023-03-09,16:30,Mostly clear,None,,,62,BR-WM,,,,,,,,Known territory,,BR-WM and WM-GY together a short way along the Lone Pine path opposite Trap 62,62,-41.29955626741264,174.75077038396424,
rachel w,Highbury Fling,2023-03-09,16:30,Mostly clear,None,,,62,WM-GY,,,,,,,,Known territory,,BR-WM and WM-GY together a short way along the Lone Pine path opposite Trap 62,62,-41.29955626741264,174.75077038396424,
rachel w,Highbury Fling,2023-03-12,10:30,Mostly clear,None,,,64-63.1,WM-RR,,S,M,,,,,Known territory,,Appeared beside trail on the downhill side as I walked. Sang a bit but didn't hang around long,64,-41.298473447882344,174.7503399587341,
rachel w & lisa,Highbury Fling,2023-03-12,11:00,Mostly clear,None,,,61,BR-WM,,S,F,,,,,Known territory,Kakariki overhead,Appeared while we set up trail camera above Trap 61,61,-41.299977561255695,174.75064038086316,
rachel w & lisa,Highbury Fling,2023-03-12,11:00,Mostly clear,None,,,61,WM-GY?,,S,M,,,,,Known territory,,Was chased away by BR-WM. Banded but didn't have time to confirm if it was GY before it left,61,-41.299977561255695,174.75064038086316,
rachel w & lisa,Other,2023-03-12,11:40,Mostly clear,None,,,87,,,Un,M,5?,,1,4,Incidental,Titipounamu in canopy above kaka box,In the gully above Trap 87 upstream from Clinical. At kaka nest box. Was familiar with meal worms and proceeded to cache most of them so could be one of the elusive unbanded Clinical birds,87,-41.29857716678905,174.75116539342096,Kaka Box
rachel w,Highbury Fling,2023-03-12,14:50,Mostly clear,None,,,64-63.1,,,,,,,,,None observed,Banded Kaka: GR-Y,Singing heard downhill,64,-41.298473447882344,174.7503399587341,
rachel w,Highbury Fling,2023-03-12,15:00,Mostly clear,None,,,55,,,Un,Un,,,,,Known territory,,Unbanded toutouwai foraging on trail near Trap 55. Came over to look at me but didn't show much interest in mealworms before flying away,55,-41.30279995570507,174.75039736514165,
rachel w,Highbury Fling,2023-03-12,15:10,Mostly clear,None,,,57,WM-BY,,S,Un,2,,1,1,Known territory,,Heard calling uphill near Hoki Mai. Unsure if it was this bird but realised it was following as I approached 57,57,-41.302015373577966,174.7501822420483,
rachel w,Highbury Fling,2023-03-12,15:15,Mostly clear,None,,,57,,,Un,Un,4,,2,2,Incidental,,Followed toutouwai noises (sounded like a dispute?) uphill behind the memorial seat that sits in the open area. Friendly toutouwai found me and accepted mealworms. Retrieved a stashed one and then flew around with it for a while before eventually eating it,57,-41.302015373577966,174.7501822420483,
rachel w,Other,2023-03-14,17:00,Mostly clear,None,,,87,,,Un,M,6,,5,1,Known territory,"Titipounamu just up from 87, kakariki",Came out to see me as I made my way uphill from kaka box which is upstream from Trap 87,87,-41.29857716678905,174.75116539342096,Kaka Box
rachel w,Highbury Fling,2023-03-14,17:30,Mostly clear,None,,,61,WM-GY,,S,M,2,,2,,Known territory,Kakariki overhead,Appeared while I was checking trail cam,61,-41.299977561255695,174.75064038086316,
rachel w,Highbury Fling,2023-03-14,17:46,Mostly clear,None,,,65,,,Un,Un,,,,,Incidental,,"Heard ""blipping"" in the bushes behind me near Trap 65 on way toward Trap 66. Unbanded bird appeared",65,-41.29814526261168,174.7508770999221,
rachel w,Highbury Fling,2023-03-15,17:30,Mostly clear,None,,,64,WM-RR,,S,M,,,,,Incidental,,Found him following in my footsteps while I watched some kaka in the pine grove behind trap 64,64,-41.298473447882344,174.7503399587341,
rachel w,Other,2023-03-16,16:45,Partly cloudy,None,,,87,,,,,,,,,None observed,,No toutouwai sighted this time in Kaka Box area,87,-41.29857716678905,174.75116539342096,Kaka Box
rachel w,Highbury Fling,2023-03-16,17:00,Partly cloudy,None,,,57,,,S,Un,4,,3,,Known territory,,Right behind memorial seat in clearing near Trap 57,57,-41.302015373577966,174.7501822420483,
rachel w,Highbury Fling,2023-03-16,17:00,Partly cloudy,None,,,57,WM-BY,,S,Un,1,,1,,Known territory,,Appeared in same place as unbanded above. Squabbled a bit,57,-41.302015373577966,174.7501822420483,
rachel w,Highbury Fling,2023-03-16,17:05,Partly cloudy,None,,,57,YM-OR,,S,M,,,,,Incidental,,Showed up shortly after the others and joined the squabbling. A 4th bird could be heard singing in the distance downhill,57,-41.302015373577966,174.7501822420483,
rachel w,Other,2023-03-18,16:00,Mostly clear,None,,,87,,,,,,,,,None observed,,No sign of unbanded previously seen in area,87,-41.29857716678905,174.75116539342096,Kaka Box
rachel w,Highbury Fling,2023-03-18,16:20,Mostly clear,None,,,55,,,,,,,,,None observed,,Distant call heard downhill from Hoki Mai area,55,-41.30279995570507,174.75039736514165,
rachel w,Highbury Fling,2023-03-18,16:45,Mostly clear,None,,,61-63.1,,,,,,,,,None observed,,,61,-41.299977561255695,174.75064038086316,
rachel w,Highbury Fling,2023-03-19,15:00,Mostly clear,None,,,61,WM-GY,,S,Un,,,,,Known territory,,Caught and stashed two cicadas while I was there,61,-41.299977561255695,174.75064038086316,
rachel w,Highbury Fling,2023-03-19,15:30,Mostly clear,None,,,57,YR-WM,,S,Un,,,,,Known territory,,On path near Hoki Mai. Became very aggressive when an unbanded bird appeared. Chased it making snapping noises and fluffed up its white nose feathers,57,-41.302015373577966,174.7501822420483,
rachel w,Highbury Fling,2023-03-19,15:35,Mostly clear,None,,,57,,,S,Un,,,,,Known territory,,Chased by YR-WM. Fluttered its wings and made begging noises,57,-41.302015373577966,174.7501822420483,
rachel w,Highbury Fling,2023-03-19,15:50,Mostly clear,None,,,57,YM-OR,,S,Un,,,,,Known territory,,Encountered just below bottom of Hoki Mai. Followed me down the valley a little ,57,-41.302015373577966,174.7501822420483,
rachel w,Waimapihi Stream Loop,2023-03-19,16:00,Mostly clear,None,,,,,,,,,,,,None observed,,,,,,
camera trap 61,Highbury Fling,2023-03-19,17:33,Mostly clear,None,,,61,,,Un,Un,,,,,Incidental,,Caught on trail camera moving up the water trickle near Trap 61,61,-41.299977561255695,174.75064038086316,
rachel w,Clinical,2023-03-20,13:00,Partly cloudy,None,,,79,,,,,,,,,None observed,,Possible partial call from downhill,79,-41.298157563533564,174.75206098448564,
annette h,Highbury Fling,2023-03-20,11:00,Partly cloudy,None,,,55,GW-WM,GW-WM,S,Un,,,,,Banding visit,,There may be a second UB. Spent ages with one that was not hungry and wdn't come near the trap.  Came back to try again and caught one quite easily. Searched again but did not find anyone else,55,-41.30279995570507,174.75039736514165,
annette h,Highbury Fling,2023-03-20,11:00,Partly cloudy,None,,,Hoki Mai,YM-OR,,S,M,,,,,Known territory,,At bottom of Hoki Mai,Hoki Mai,-41.302901091488565,174.7504022194934,
annette h,Highbury Fling,2023-03-20,11:00,Partly cloudy,None,,,57,YR-WM,,S,,,,,,Known territory,,No-one else around,57,-41.302015373577966,174.7501822420483,
annette h,Highbury Fling,2023-03-20,11:00,Partly cloudy,None,,,61,WM-GY,,S,M,,,,,Known territory,,Sang a little.,61,-41.299977561255695,174.75064038086316,
annette h,Highbury Fling,2023-03-20,11:00,Partly cloudy,None,,,62,,,,,,,,,None observed,,,62,-41.29955626741264,174.75077038396424,
annette h,Highbury Fling,2023-03-20,11:00,Partly cloudy,None,,,63,,,,,,,,,None observed,,,63,-41.29896942789763,174.7507283955656,
lisa w,Highbury Fling,2023-03-20,16:30,Partly cloudy,None,,,midway 64-63,YM-OW,,,,,,,,Incidental,,"pereched on tree stump right on track, was in same place when we returned 20mins later",64,-41.298473447882344,174.7503399587341,
rachel w,Highbury Fling,2023-03-22,15:30,Partly cloudy,None,,,55-57,,,,,,,,,None observed,Titipounamu: RM-WB,,55,-41.30279995570507,174.75039736514165,
rachel w,Highbury Fling,2023-03-22,16:00,Partly cloudy,None,,,61,YM-WPu,,S,Un,,,,,Incidental,Kakariki,,61,-41.299977561255695,174.75064038086316,
rachel w,Highbury Fling,2023-03-22,16:00,Partly cloudy,None,,,61,WM-GY,,S,M,,,,,Known territory,,,61,-41.299977561255695,174.75064038086316,
camera kaka box,Other,2023-03-23,9:57,Mostly clear,None,,,87,,,Un,Un,,,,,Known territory,,Landed in front of trail camera quite far uphill and off trail from Clinical 87,87,-41.29857716678905,174.75116539342096,Kaka Box
rachel w,Highbury Fling,2023-03-23,13:30,Mostly clear,None,,,58,,,,,,,,,Call heard only,"Tieke, Female karearea (poss. juvenile?)",Call heard downhill,58,-41.30154391398336,174.75075768904915,
rachel w,Highbury Fling,2023-03-23,13:45,Mostly clear,None,,,61,,,,,,,,,Call heard only,"Titipounamu heard, not seen",Call heard downhill,61,-41.299977561255695,174.75064038086316,
rachel w,Highbury Fling,2023-03-23,13:50,Mostly clear,None,,,63.1,,,,,,,,,Call heard only,,Call heard downhill,63,-41.29896942789763,174.7507283955656,
rachel w,Highbury Fling,2023-03-23,14:02,Mostly clear,None,41.29799,174.75096,66-65,Skippy,,Un,Un,,,,,Incidental,,"Bird has an injured foot. Still able to fly, seems to have trouble perching at some angles but able to move away fairly quickly. Started a loud alarm call when I approached and was very wary",66,-41.29769233642708,174.7505392149956,
rachel w,Highbury Fling,2023-03-24,13:15,Partly cloudy,None,,,57,,,Un,Un,5,,5,,Known territory,,Flew to meet me beside the memorial seat in the clearing. Seems familiar with me so probably one of the unbandeds I've met before,57,-41.302015373577966,174.7501822420483,
rachel w,Highbury Fling,2023-03-24,13:30,Partly cloudy,None,,,62,BW-WM?,,S,Un,,,,,Incidental,,Had a blue band and a pale band but didn't get a good look before WM-GY chased it away,62,-41.29955626741264,174.75077038396424,
rachel w,Highbury Fling,2023-03-24,13:30,Partly cloudy,None,,,62,WM-GY,,S,M,,,,,Known territory,,Chased away the other bird. Followed me around or a while and then sang,62,-41.29955626741264,174.75077038396424,
rachel w,Highbury Fling,2023-03-25,11:20,Partly cloudy,None,,,65-66,YM-OW,,Un,M,3,,3,,Incidental,Titipounamu Trap 65: female CC-RM and mate,Heard singing in gully off trail between 66-65. Gave a few mealworms since I summoned him with tapping,65,-41.29814526261168,174.7508770999221,
rachel w,Highbury Fling,2023-03-25,11.25,Partly cloudy,None,,,63,,,,,,,,,Call heard only,,Singing downhill,63,-41.29896942789763,174.7507283955656,
rachel w,Highbury Fling,2023-03-25,12:30,Partly cloudy,None,,,62,YM-WPu,,S,Un,,,,,Known territory,,Having a bath in the pool beside the drain near 62,62,-41.29955626741264,174.75077038396424,
rachel w,Highbury Fling,2023-03-25,12:35,Partly cloudy,None,,,62,WM-GY,,S,M,,,,,Known territory,,Chased away YM-WPu and foraged around pool,62,-41.29955626741264,174.75077038396424,
rachel w & simon,Other,2023-03-25,13:20,Partly cloudy,None,,,Kaka nest box,U?,,Un,Un,,,,,Known territory,,Saw toutouwai watching near kaka nest in gully above Clinical 87. Tried to summon but flew away. Unsure if it was the unbanded from this area or one of the two who followed us ,Kaka nest box,,,
rachel w & simon,Other,2023-03-25,13:25,Partly cloudy,None,,,Kaka nest box,YM-WPu,,Un,Un,,,,,Incidental,,Turns out these two found us from the next gully over!,Kaka nest box,,,
rachel w & simon,Other,2023-03-25,13:25,Partly cloudy,None,,,Kaka nest box,WM-GY,,S,M,,,,,Incidental,,Turns out these two found us from the next gully over!,Kaka nest box,,,
rachel w & simon,Highbury Fling,2023-03-25,14:00,Partly cloudy,None,,,55,,,Un,Un,?,,?,,Known territory,Titipounamu unbanded male down Hoki Mai,Wary unbanded bird; Simon gave a few mealworms,55,-41.30279995570507,174.75039736514165,
rachel w,Highbury Fling,2023-03-25,14:29,Partly cloudy,None,,,57,YR-WM,,S,Un,2,,2,,Known territory,,Saw it watching me from up the bank right above 57. Followed it in a little and made some noise to see who it was,57,-41.302015373577966,174.7501822420483,
rachel w,Highbury Fling,2023-03-25,15:00,Partly cloudy,None,,,57-58,,,,,4,,4,,Known territory,,Came to greet me at the memorial seat. YR-WM showed up later and they had a bit of a fight,57,-41.302015373577966,174.7501822420483,
rachel w,Highbury Fling,2023-03-25,15:30,Partly cloudy,None,,,65,YM-OW,,S,M,,,,,Known territory,,On path near 65 making alarm call,65,-41.29814526261168,174.7508770999221,
simon,Highbury Fling,2023-03-25,13:30,Partly cloudy,None,,,54,YM-OR,,,,0,,,,Incidental,,"Got into a rumble with another Toutouwai, didn't see the band",54,-41.303285003271974,174.75096795678147,
simon,Highbury Fling,2023-03-25,13:30,Partly cloudy,None,,,54,??,,,,0,,,,Incidental,,,54,-41.303285003271974,174.75096795678147,
rachel w,Highbury Fling,2023-03-26,12:22,Mostly clear,None,,,67-68,YM-OW,,S,M,2,,2,,Followed call to territory,,Followed very loud singing off-trail into valley. Ended up being YM-OW from Trap 66 (next gully over). ,67,-41.297468904471884,174.75072444213993,
rachel w,Highbury Fling,2023-03-26,12:38,Mostly clear,None,,,63.1,RM-RG,,A,Un,,,,,Incidental,,Saw on a branch up ahead of the path and used telephoto to identify bands. Flew downhill deeper into the gully. Rachael S confirmed this is a bird who lives over the fence in Zealandia. ,63,-41.29896942789763,174.7507283955656,
rachel w,Highbury Fling,2023-03-26,12:38,Mostly clear,None,,,63.1,WM-RR,,S,M,,,,,Known territory,,Heard singing in the gully. Turned around after spotting RM-RG and he was following me,63,-41.29896942789763,174.7507283955656,
rachel w,Highbury Fling,2023-03-26,13:20,Mostly clear,None,,,55,U x2,,Un,Un,4,,1,,Known territory,,"Near the bucket close to 55 that the tui like to bathe in. One of them was singing. A little wary and clueless about mealworms but both came down to rummage in the litter that I stirred up for them. One worm was consumed, the others probably lost. Too busy on path to try too many today",55,-41.30279995570507,174.75039736514165,
rachel w,Highbury Fling,2023-03-26,13:40,Mostly clear,None,,,Hoki Mai,YR-WM,,Un,Un,,,,,Known territory,,Following me near top of Hoki Mai,Hoki Mai,-41.302901091488565,174.7504022194934,
rachel w,Highbury Fling,2023-03-26,13:38,Mostly clear,None,,,Hoki Mai,,,Un,Un,,,,,Known territory,Kakariki overhead,Approached me near bottom of Hoki Mai. Came very close. Possibly same bird from 57/memorial seat because it's very familiar with me,Hoki Mai,-41.302901091488565,174.7504022194934,
rachel w,Highbury Fling,2023-03-26,13:50,Mostly clear,None,,,62,WM-GY,,S,M,,,,,Known territory,,Poking around the bath by the trail near Trap 62,62,-41.29955626741264,174.75077038396424,
annette h,Highbury Fling,2023-03-27,11:30,Partly cloudy,None,,,55-Hoki Mai,,,,,,,,,None observed,,Searched on the way in and again going out but no sign of anyone,55,-41.30279995570507,174.75039736514165,
annette h,Highbury Fling,2023-03-27,11:30,Partly cloudy,None,,,57,WM-BY,,,,,,,,Known territory,,,57,-41.302015373577966,174.7501822420483,
annette h,Highbury Fling,2023-03-27,11:30,Partly cloudy,None,,,57,YR-WM,,,,,,,,Known territory,,,57,-41.302015373577966,174.7501822420483,
annette h,Highbury Fling,2023-03-27,11:30,Partly cloudy,None,,,57,WM-GG,WM-GG,S,Un,,,,,Banding visit,"BELLBIRD, TIEKE",,57,-41.302015373577966,174.7501822420483,
annette h,Highbury Fling,2023-03-27,11:30,Partly cloudy,None,,,57,RG-WM,RG-WM,S,Un,,,,,Banding visit,,,57,-41.302015373577966,174.7501822420483,
